,F,I,M,Length,Diameter,Height,Whole weight,Shucked weight,Viscera weight,Shell weight,age
89,1,0,0,0.575,0.45,0.16,0.9775,0.3135,0.231,0.33,13.5
2896,0,1,0,0.545,0.43,0.13,0.7595,0.358,0.153,0.2055,9.5
3708,1,0,0,0.675,0.53,0.195,1.4985,0.62,0.375,0.425,10.5
2082,1,0,0,0.665,0.525,0.21,1.644,0.818,0.3395,0.4275,11.5
753,1,0,0,0.58,0.455,0.165,1.1365,0.369,0.3005,0.275,14.5
2546,0,1,0,0.225,0.17,0.07,0.0565,0.024,0.013,0.016,5.5
3324,0,1,0,0.375,0.28,0.1,0.2565,0.1165,0.0585,0.0725,13.5
3373,0,0,1,0.54,0.405,0.155,0.9715,0.3225,0.194,0.29,20.5
1630,0,1,0,0.57,0.445,0.155,0.867,0.3705,0.1705,0.28,10.5
11,0,0,1,0.43,0.35,0.11,0.406,0.1675,0.081,0.135,11.5
2444,0,0,1,0.5,0.355,0.14,0.528,0.2125,0.149,0.14,10.5
284,0,0,1,0.515,0.38,0.175,0.9565,0.325,0.158,0.31,15.5
1066,0,1,0,0.32,0.225,0.085,0.1415,0.0675,0.0295,0.0405,7.5
1191,0,0,1,0.695,0.56,0.185,1.74,0.885,0.3715,0.4375,11.5
1440,0,1,0,0.405,0.29,0.09,0.2825,0.112,0.075,0.0815,8.5
3972,0,0,1,0.415,0.315,0.12,0.4015,0.199,0.087,0.097,9.5
3966,0,1,0,0.295,0.22,0.065,0.1295,0.052,0.028,0.035,7.5
3498,0,0,1,0.59,0.46,0.145,0.929,0.38,0.24,0.255,11.5
2738,0,0,1,0.45,0.325,0.115,0.4305,0.2235,0.0785,0.1155,9.5
3837,0,1,0,0.17,0.105,0.035,0.034,0.012,0.0085,0.005,5.5
1568,0,1,0,0.47,0.355,0.125,0.499,0.21,0.0985,0.155,9.5
2427,0,0,1,0.26,0.19,0.075,0.0945,0.0445,0.02,0.03,7.5
2737,0,1,0,0.445,0.36,0.11,0.4235,0.182,0.0765,0.14,10.5
3651,0,1,0,0.525,0.405,0.125,0.657,0.2985,0.1505,0.168,11.5
1687,1,0,0,0.62,0.48,0.175,1.0405,0.464,0.2225,0.3,10.5
851,0,0,1,0.555,0.435,0.145,0.9685,0.4985,0.168,0.2385,10.5
3546,0,1,0,0.475,0.35,0.115,0.498,0.2375,0.099,0.14,8.5
2207,0,0,1,0.42,0.34,0.115,0.4215,0.175,0.093,0.135,9.5
895,0,1,0,0.255,0.19,0.05,0.083,0.0295,0.0215,0.027,7.5
496,1,0,0,0.64,0.52,0.175,1.248,0.4245,0.2595,0.48,13.5
2305,1,0,0,0.55,0.415,0.135,0.775,0.302,0.179,0.26,24.5
1782,0,0,1,0.525,0.365,0.17,0.9605,0.438,0.2225,0.276,11.5
335,0,0,1,0.62,0.465,0.19,1.3415,0.5705,0.3175,0.355,12.5
2839,1,0,0,0.59,0.455,0.15,0.976,0.465,0.2055,0.2765,11.5
3087,0,1,0,0.425,0.31,0.095,0.3075,0.139,0.0745,0.093,8.5
515,0,0,1,0.27,0.195,0.08,0.1,0.0385,0.0195,0.03,7.5
1348,0,0,1,0.59,0.47,0.18,1.187,0.5985,0.227,0.31,10.5
1015,1,0,0,0.625,0.485,0.2,1.38,0.5845,0.302,0.401,10.5
2816,0,1,0,0.325,0.24,0.075,0.1525,0.072,0.0645,0.043,7.5
3981,0,0,1,0.565,0.455,0.15,0.9795,0.444,0.205,0.275,9.5
3974,0,1,0,0.42,0.32,0.115,0.409,0.2055,0.0935,0.105,9.5
2809,0,0,1,0.71,0.565,0.2,1.601,0.706,0.321,0.45,12.5
3294,1,0,0,0.63,0.5,0.16,1.22,0.4905,0.3,0.345,15.5
3251,0,1,0,0.455,0.375,0.125,0.533,0.233,0.106,0.185,9.5
4083,0,0,1,0.57,0.445,0.16,1.0145,0.516,0.164,0.3,11.5
4171,0,0,1,0.56,0.43,0.155,0.8675,0.4,0.172,0.229,9.5
1781,0,0,1,0.515,0.395,0.135,1.007,0.472,0.2495,0.252,9.5
2569,0,1,0,0.46,0.345,0.115,0.4215,0.1895,0.102,0.111,7.5
1785,1,0,0,0.535,0.425,0.135,0.771,0.3765,0.1815,0.1795,9.5
2070,0,1,0,0.55,0.42,0.115,0.668,0.2925,0.137,0.209,12.5
356,0,0,1,0.675,0.525,0.185,1.587,0.6935,0.336,0.395,14.5
4044,1,0,0,0.58,0.425,0.155,0.873,0.3615,0.249,0.239,11.5
3325,0,0,1,0.345,0.265,0.09,0.163,0.0615,0.037,0.0485,11.5
1312,1,0,0,0.55,0.405,0.125,0.651,0.2965,0.137,0.2,10.5
1635,0,1,0,0.575,0.45,0.125,0.78,0.3275,0.188,0.235,10.5
550,0,1,0,0.65,0.515,0.16,1.1625,0.495,0.203,0.33,18.5
2388,0,1,0,0.515,0.375,0.14,0.6505,0.2495,0.141,0.2215,11.5
2479,1,0,0,0.5,0.44,0.155,0.742,0.2025,0.2005,0.2115,15.5
2521,0,0,1,0.54,0.42,0.12,0.8115,0.392,0.1455,0.2235,10.5
2265,1,0,0,0.72,0.575,0.215,2.226,0.8955,0.405,0.62,14.5
2959,1,0,0,0.66,0.525,0.16,1.277,0.4975,0.319,0.394,14.5
1227,0,1,0,0.35,0.255,0.09,0.1785,0.0855,0.0305,0.0525,9.5
3797,0,0,1,0.695,0.58,0.2,1.8995,0.675,0.478,0.5295,14.5
3059,1,0,0,0.625,0.515,0.155,1.1635,0.4875,0.259,0.355,12.5
957,0,0,1,0.5,0.39,0.135,0.6595,0.3145,0.1535,0.1565,7.5
1773,0,1,0,0.465,0.325,0.14,0.7615,0.362,0.1535,0.209,11.5
2141,0,1,0,0.32,0.24,0.075,0.1735,0.076,0.0355,0.05,8.5
1008,0,0,1,0.61,0.475,0.155,1.168,0.554,0.239,0.3295,11.5
3118,0,0,1,0.51,0.415,0.145,0.751,0.3295,0.1835,0.203,9.5
1092,0,1,0,0.46,0.35,0.115,0.4155,0.18,0.098,0.1175,8.5
3786,0,0,1,0.625,0.5,0.185,1.2425,0.5995,0.248,0.335,11.5
3356,0,1,0,0.39,0.3,0.1,0.3085,0.1385,0.0735,0.085,7.5
2744,0,0,1,0.48,0.375,0.12,0.5895,0.2535,0.128,0.172,12.5
4030,0,1,0,0.435,0.325,0.1,0.366,0.174,0.0725,0.109,8.5
996,0,0,1,0.59,0.465,0.155,1.136,0.5245,0.2615,0.275,12.5
3506,0,0,1,0.625,0.47,0.175,1.179,0.605,0.258,0.271,10.5
1679,1,0,0,0.62,0.515,0.155,1.3255,0.6685,0.2605,0.335,13.5
153,1,0,0,0.605,0.485,0.16,1.0565,0.37,0.2355,0.355,11.5
3147,1,0,0,0.645,0.5,0.18,1.2785,0.5345,0.2995,0.345,14.5
4125,0,1,0,0.54,0.415,0.135,0.709,0.3195,0.174,0.185,10.5
2908,1,0,0,0.58,0.45,0.17,0.9705,0.4615,0.232,0.248,10.5
2837,1,0,0,0.58,0.445,0.135,0.95,0.484,0.182,0.2325,9.5
580,1,0,0,0.625,0.49,0.175,1.233,0.5565,0.247,0.365,12.5
1470,0,1,0,0.53,0.43,0.13,0.7045,0.346,0.1415,0.189,10.5
703,0,0,1,0.395,0.295,0.115,0.316,0.1205,0.0595,0.1105,13.5
1212,0,1,0,0.25,0.185,0.065,0.0685,0.0295,0.014,0.0225,6.5
3343,1,0,0,0.455,0.365,0.11,0.385,0.166,0.046,0.1345,14.5
896,0,1,0,0.255,0.18,0.055,0.083,0.031,0.0215,0.02,5.5
3308,0,0,1,0.275,0.2,0.08,0.099,0.037,0.024,0.03,6.5
487,1,0,0,0.625,0.515,0.15,1.2415,0.5235,0.3065,0.36,16.5
559,0,1,0,0.52,0.4,0.145,0.66,0.267,0.1055,0.22,14.5
1141,0,1,0,0.575,0.435,0.13,0.805,0.3155,0.2155,0.245,11.5
1119,0,1,0,0.54,0.42,0.14,0.6665,0.3125,0.138,0.1895,11.5
2849,0,0,1,0.63,0.49,0.165,1.2005,0.575,0.273,0.294,11.5
512,1,0,0,0.49,0.38,0.145,0.6725,0.249,0.181,0.21,11.5
633,0,1,0,0.47,0.36,0.13,0.5225,0.198,0.1065,0.165,10.5
3661,0,1,0,0.55,0.415,0.15,0.7915,0.3535,0.176,0.236,11.5
1664,0,1,0,0.605,0.47,0.145,0.8025,0.379,0.2265,0.22,10.5
1012,0,0,1,0.625,0.49,0.175,1.3325,0.5705,0.271,0.405,11.5
1931,0,0,1,0.62,0.49,0.15,1.195,0.4605,0.302,0.355,10.5
3739,1,0,0,0.65,0.525,0.165,1.238,0.647,0.2485,0.3005,10.5
1150,0,0,1,0.585,0.46,0.145,0.9335,0.478,0.1825,0.235,10.5
2838,0,0,1,0.59,0.47,0.155,1.1735,0.6245,0.233,0.2595,10.5
3976,0,1,0,0.45,0.35,0.135,0.494,0.2205,0.0945,0.1405,8.5
116,1,0,0,0.49,0.375,0.135,0.6125,0.2555,0.102,0.22,12.5
3545,0,1,0,0.475,0.36,0.135,0.4355,0.196,0.0925,0.125,9.5
740,0,0,1,0.53,0.44,0.205,0.835,0.32,0.2175,0.245,15.5
3911,0,1,0,0.355,0.27,0.1,0.216,0.083,0.037,0.075,11.5
1974,0,0,1,0.685,0.535,0.155,1.3845,0.6615,0.2145,0.4075,11.5
1081,0,1,0,0.435,0.33,0.11,0.413,0.2055,0.096,0.096,7.5
1810,0,0,1,0.645,0.5,0.16,1.3815,0.672,0.326,0.315,10.5
830,0,0,1,0.415,0.305,0.1,0.325,0.156,0.0505,0.091,7.5
119,0,0,1,0.405,0.305,0.085,0.2605,0.1145,0.0595,0.085,9.5
656,1,0,0,0.555,0.435,0.165,0.97,0.336,0.2315,0.295,18.5
3868,1,0,0,0.44,0.34,0.135,0.3975,0.1505,0.0945,0.135,9.5
3814,0,1,0,0.38,0.275,0.095,0.2425,0.106,0.0485,0.21,7.5
1129,0,0,1,0.56,0.415,0.145,0.852,0.43,0.1885,0.205,9.5
635,0,0,1,0.355,0.265,0.09,0.168,0.05,0.041,0.063,9.5
369,1,0,0,0.69,0.56,0.215,1.719,0.68,0.299,0.47,18.5
268,0,0,1,0.47,0.39,0.15,0.6355,0.2185,0.0885,0.255,10.5
2703,0,0,1,0.68,0.53,0.18,1.529,0.7635,0.3115,0.4025,12.5
2983,1,0,0,0.525,0.41,0.135,0.7905,0.4065,0.198,0.177,9.5
2870,0,1,0,0.37,0.27,0.09,0.1855,0.07,0.0425,0.065,8.5
2914,0,1,0,0.59,0.46,0.125,0.755,0.334,0.15,0.238,10.5
46,0,0,1,0.47,0.37,0.12,0.5795,0.293,0.227,0.14,10.5
3421,0,0,1,0.6,0.475,0.15,1.089,0.5195,0.223,0.292,12.5
3932,1,0,0,0.49,0.37,0.115,0.541,0.171,0.1175,0.185,12.5
991,1,0,0,0.58,0.46,0.15,1.1155,0.5575,0.2255,0.29,8.5
876,0,0,1,0.635,0.51,0.17,1.3555,0.619,0.305,0.39,10.5
773,0,0,1,0.455,0.34,0.135,0.462,0.1675,0.158,0.12,10.5
1219,0,1,0,0.325,0.225,0.075,0.139,0.0565,0.032,0.09,7.5
1126,0,0,1,0.56,0.43,0.145,0.8995,0.464,0.1775,0.234,10.5
4,0,1,0,0.33,0.255,0.08,0.205,0.0895,0.0395,0.055,8.5
3051,0,0,1,0.595,0.48,0.14,0.9125,0.4095,0.1825,0.289,10.5
1595,0,0,1,0.525,0.4,0.155,0.707,0.282,0.1605,0.225,10.5
3124,1,0,0,0.575,0.45,0.135,0.8285,0.362,0.1655,0.236,11.5
2311,0,0,1,0.35,0.265,0.11,0.2965,0.1365,0.063,0.085,8.5
3040,1,0,0,0.57,0.47,0.14,0.871,0.385,0.211,0.2315,11.5
4072,0,1,0,0.5,0.36,0.12,0.439,0.1875,0.1055,0.1305,9.5
2491,1,0,0,0.515,0.395,0.165,0.7565,0.1905,0.17,0.3205,11.5
3050,0,0,1,0.595,0.47,0.175,0.991,0.382,0.2395,0.5,13.5
1077,0,1,0,0.42,0.32,0.11,0.3625,0.174,0.0635,0.105,8.5
837,0,1,0,0.475,0.365,0.125,0.5465,0.229,0.1185,0.172,10.5
681,0,0,1,0.485,0.37,0.14,0.5725,0.204,0.1415,0.175,11.5
1715,0,0,1,0.645,0.485,0.15,1.2215,0.5695,0.2735,0.33,10.5
2352,0,0,1,0.7,0.53,0.19,1.3185,0.548,0.233,0.42,19.5
3413,0,0,1,0.49,0.395,0.12,0.674,0.3325,0.1235,0.185,10.5
2617,0,0,1,0.67,0.52,0.19,1.6385,0.8115,0.369,0.391,10.5
2361,0,0,1,0.55,0.45,0.155,0.7895,0.343,0.159,0.25,13.5
2197,0,1,0,0.405,0.305,0.105,0.3625,0.1565,0.0705,0.125,11.5
1148,0,0,1,0.58,0.45,0.145,1.0025,0.547,0.1975,0.2295,9.5
3261,1,0,0,0.645,0.52,0.19,1.3105,0.58,0.288,0.37,13.5
574,0,1,0,0.61,0.475,0.15,0.9665,0.4145,0.2,0.345,11.5
50,0,1,0,0.52,0.41,0.12,0.595,0.2385,0.111,0.19,9.5
853,0,0,1,0.57,0.455,0.15,0.952,0.3895,0.2155,0.2745,10.5
1982,0,0,1,0.72,0.565,0.19,2.081,1.0815,0.4305,0.503,12.5
2774,1,0,0,0.58,0.425,0.15,0.844,0.3645,0.185,0.2705,10.5
1823,0,0,1,0.73,0.575,0.21,2.069,0.9285,0.409,0.643,12.5
833,0,1,0,0.445,0.335,0.1,0.4895,0.2745,0.086,0.1105,8.5
3425,1,0,0,0.65,0.545,0.185,1.5055,0.6565,0.341,0.43,11.5
1115,0,0,1,0.525,0.405,0.12,0.7555,0.3755,0.1555,0.201,10.5
1166,1,0,0,0.615,0.475,0.155,1.027,0.447,0.25,0.285,10.5
2518,0,0,1,0.5,0.4,0.13,0.7715,0.37,0.16,0.211,9.5
1906,0,1,0,0.575,0.45,0.135,0.8245,0.3375,0.2115,0.239,12.5
971,0,0,1,0.515,0.39,0.155,0.7125,0.3695,0.137,0.155,8.5
2701,1,0,0,0.675,0.55,0.19,1.551,0.7105,0.3685,0.412,14.5
399,0,0,1,0.585,0.455,0.15,0.987,0.4355,0.2075,0.31,12.5
2559,0,1,0,0.415,0.325,0.1,0.3335,0.1445,0.0715,0.095,8.5
2368,1,0,0,0.72,0.595,0.225,1.969,0.8045,0.423,0.66,17.5
19,0,0,1,0.45,0.32,0.1,0.381,0.1705,0.075,0.115,10.5
684,0,0,1,0.51,0.4,0.14,0.6515,0.2455,0.1665,0.185,11.5
35,0,0,1,0.465,0.355,0.105,0.4795,0.227,0.124,0.125,9.5
2950,0,0,1,0.64,0.505,0.18,1.297,0.59,0.3125,0.363,12.5
4012,1,0,0,0.62,0.465,0.14,1.011,0.479,0.2385,0.255,9.5
2875,0,1,0,0.435,0.335,0.095,0.298,0.109,0.058,0.115,8.5
524,0,0,1,0.235,0.16,0.06,0.0545,0.0265,0.0095,0.015,5.5
2455,0,1,0,0.235,0.17,0.065,0.0625,0.023,0.014,0.022,7.5
920,0,1,0,0.415,0.33,0.09,0.3595,0.17,0.081,0.09,7.5
1841,0,1,0,0.435,0.335,0.1,0.3245,0.135,0.0785,0.098,8.5
1890,0,0,1,0.565,0.455,0.155,0.9355,0.421,0.183,0.26,12.5
537,0,0,1,0.29,0.23,0.075,0.1165,0.043,0.0255,0.04,8.5
2806,1,0,0,0.675,0.525,0.17,1.711,0.8365,0.352,0.475,10.5
1705,0,0,1,0.64,0.525,0.185,1.707,0.763,0.4205,0.4435,12.5
4119,0,1,0,0.3,0.215,0.05,0.1185,0.048,0.0225,0.042,5.5
3110,0,1,0,0.395,0.3,0.12,0.2995,0.1265,0.068,0.0895,9.5
3247,1,0,0,0.61,0.495,0.19,1.213,0.464,0.306,0.365,16.5
245,0,1,0,0.35,0.26,0.085,0.174,0.0705,0.0345,0.06,11.5
3464,0,0,1,0.635,0.495,0.155,1.3635,0.583,0.2985,0.295,11.5
3175,0,1,0,0.51,0.405,0.12,0.61,0.229,0.131,0.235,12.5
784,0,1,0,0.215,0.155,0.06,0.0525,0.021,0.0165,0.015,6.5
1409,1,0,0,0.66,0.515,0.17,1.337,0.615,0.3125,0.3575,11.5
2537,0,1,0,0.66,0.525,0.215,1.786,0.6725,0.3615,0.4065,12.5
154,1,0,0,0.565,0.45,0.135,0.9885,0.387,0.1495,0.31,13.5
3710,0,0,1,0.685,0.535,0.175,1.432,0.637,0.247,0.46,12.5
3009,0,1,0,0.255,0.185,0.065,0.074,0.0305,0.0165,0.02,5.5
1686,0,0,1,0.62,0.48,0.15,1.266,0.6285,0.2575,0.309,13.5
2901,0,1,0,0.56,0.43,0.13,0.728,0.3355,0.1435,0.2175,9.5
3359,0,1,0,0.58,0.445,0.17,1.178,0.3935,0.2165,0.315,21.5
625,1,0,0,0.525,0.405,0.16,0.658,0.2655,0.1125,0.225,13.5
2733,0,1,0,0.415,0.335,0.1,0.358,0.169,0.067,0.105,8.5
4078,0,0,1,0.55,0.43,0.18,0.8265,0.4405,0.159,0.225,11.5
1346,0,0,1,0.585,0.45,0.18,0.7995,0.336,0.1855,0.237,9.5
569,1,0,0,0.41,0.32,0.115,0.387,0.165,0.1005,0.0985,12.5
4121,0,1,0,0.455,0.35,0.13,0.4725,0.215,0.0745,0.15,10.5
1758,0,0,1,0.735,0.59,0.215,1.747,0.7275,0.403,0.557,12.5
1816,1,0,0,0.675,0.53,0.175,1.4465,0.6775,0.33,0.389,11.5
2065,1,0,0,0.535,0.42,0.13,0.699,0.3125,0.1565,0.2035,9.5
127,0,1,0,0.385,0.29,0.085,0.2505,0.112,0.061,0.08,9.5
3394,0,0,1,0.62,0.48,0.16,1.0765,0.412,0.253,0.3,14.5
3327,0,1,0,0.635,0.48,0.2,1.3655,0.6255,0.2595,0.425,17.5
4164,0,1,0,0.39,0.29,0.1,0.2845,0.1255,0.0635,0.081,8.5
2006,0,1,0,0.405,0.25,0.09,0.2875,0.128,0.063,0.0805,8.5
2975,0,1,0,0.32,0.215,0.095,0.305,0.14,0.067,0.0885,7.5
980,1,0,0,0.55,0.445,0.155,0.9905,0.544,0.178,0.218,10.5
2300,1,0,0,0.48,0.405,0.13,0.6375,0.277,0.1445,0.21,11.5
190,0,0,1,0.615,0.48,0.18,1.1595,0.4845,0.2165,0.325,14.5
1139,1,0,0,0.575,0.47,0.165,0.869,0.435,0.197,0.238,10.5
992,1,0,0,0.58,0.46,0.18,1.0515,0.4095,0.2595,0.276,9.5
699,1,0,0,0.395,0.315,0.105,0.3515,0.1185,0.091,0.1195,17.5
4016,1,0,0,0.64,0.525,0.175,1.382,0.646,0.3115,0.37,10.5
606,0,0,1,0.345,0.27,0.09,0.195,0.078,0.0455,0.059,10.5
180,0,0,1,0.57,0.48,0.18,0.9395,0.399,0.2,0.295,15.5
301,1,0,0,0.54,0.435,0.175,0.892,0.322,0.174,0.335,14.5
2544,1,0,0,0.73,0.57,0.165,2.0165,1.0685,0.418,0.435,11.5
3918,1,0,0,0.645,0.49,0.19,1.3065,0.479,0.3565,0.345,19.5
3934,0,1,0,0.235,0.175,0.08,0.0645,0.0215,0.0175,0.0215,6.5
1060,0,1,0,0.265,0.195,0.055,0.084,0.0365,0.0175,0.025,8.5
3999,0,1,0,0.415,0.31,0.095,0.34,0.181,0.057,0.083,7.5
4080,0,1,0,0.555,0.43,0.125,0.7005,0.3395,0.1355,0.2095,9.5
2565,0,1,0,0.45,0.35,0.12,0.468,0.2005,0.1065,0.1325,9.5
4172,1,0,0,0.565,0.45,0.165,0.887,0.37,0.239,0.249,12.5
1069,0,1,0,0.375,0.28,0.08,0.2345,0.1125,0.0455,0.067,7.5
2524,0,0,1,0.58,0.46,0.18,1.145,0.48,0.277,0.325,12.5
2205,0,1,0,0.275,0.22,0.08,0.1365,0.0565,0.0285,0.042,7.5
1243,0,1,0,0.385,0.28,0.085,0.2175,0.097,0.038,0.067,9.5
3243,1,0,0,0.655,0.51,0.16,1.092,0.396,0.2825,0.37,15.5
16,0,1,0,0.355,0.28,0.085,0.2905,0.095,0.0395,0.115,8.5
3583,1,0,0,0.625,0.5,0.175,1.273,0.564,0.302,0.374,10.5
3120,1,0,0,0.525,0.4,0.13,0.6995,0.3115,0.131,0.223,10.5
1215,0,1,0,0.305,0.215,0.065,0.1075,0.044,0.0205,0.038,6.5
546,0,0,1,0.255,0.195,0.065,0.08,0.0315,0.018,0.027,9.5
3587,0,0,1,0.635,0.495,0.17,1.3695,0.657,0.3055,0.365,11.5
658,0,1,0,0.58,0.49,0.195,1.3165,0.5305,0.254,0.41,19.5
3830,0,0,1,0.5,0.385,0.12,0.6335,0.2305,0.125,0.235,15.5
3067,0,0,1,0.65,0.505,0.17,1.5595,0.695,0.3515,0.395,12.5
3875,0,0,1,0.295,0.225,0.09,0.1385,0.048,0.046,0.05,10.5
1504,1,0,0,0.635,0.505,0.145,1.1345,0.505,0.2655,0.315,11.5
959,0,0,1,0.5,0.385,0.135,0.6425,0.3195,0.129,0.1535,8.5
2926,0,1,0,0.61,0.425,0.155,1.0485,0.507,0.1955,0.274,12.5
2331,0,0,1,0.59,0.46,0.155,0.906,0.327,0.1485,0.335,16.5
3680,1,0,0,0.61,0.495,0.165,1.0835,0.4525,0.273,0.317,10.5
797,0,0,1,0.44,0.335,0.11,0.394,0.157,0.096,0.122,10.5
3348,0,1,0,0.49,0.385,0.115,0.683,0.3265,0.1615,0.165,14.5
225,1,0,0,0.5,0.37,0.135,0.45,0.1715,0.1055,0.155,10.5
2074,1,0,0,0.585,0.485,0.15,1.079,0.4145,0.2115,0.356,12.5
3354,1,0,0,0.455,0.36,0.11,0.4385,0.206,0.098,0.125,11.5
1799,0,0,1,0.6,0.465,0.165,1.038,0.4975,0.2205,0.251,10.5
2485,0,1,0,0.355,0.26,0.09,0.1925,0.077,0.038,0.065,9.5
562,1,0,0,0.475,0.35,0.115,0.452,0.1715,0.092,0.155,12.5
3436,0,1,0,0.38,0.275,0.095,0.2505,0.0945,0.0655,0.075,7.5
2277,1,0,0,0.6,0.475,0.18,1.1805,0.4345,0.2475,0.425,20.5
2085,1,0,0,0.705,0.57,0.185,1.761,0.747,0.3725,0.488,11.5
1693,0,1,0,0.625,0.485,0.15,1.044,0.438,0.2865,0.278,10.5
2797,0,0,1,0.64,0.505,0.155,1.1955,0.5565,0.211,0.346,12.5
1045,0,0,1,0.69,0.505,0.2,1.872,0.893,0.4015,0.48,11.5
3446,0,1,0,0.5,0.385,0.11,0.596,0.3015,0.104,0.151,9.5
469,0,0,1,0.675,0.555,0.2,1.4385,0.545,0.2665,0.465,22.5
954,0,0,1,0.49,0.385,0.125,0.649,0.32,0.124,0.1695,9.5
459,1,0,0,0.525,0.41,0.135,0.7085,0.293,0.1525,0.235,12.5
2735,0,1,0,0.42,0.315,0.11,0.4025,0.1855,0.083,0.1015,9.5
4087,0,1,0,0.595,0.475,0.155,0.984,0.4865,0.184,0.2755,11.5
639,1,0,0,0.51,0.4,0.13,0.5735,0.219,0.1365,0.195,14.5
3937,0,0,1,0.53,0.425,0.11,0.739,0.237,0.161,0.295,14.5
1218,0,1,0,0.315,0.23,0.07,0.1145,0.046,0.0235,0.0385,6.5
1158,0,0,1,0.605,0.475,0.14,1.1175,0.555,0.257,0.274,10.5
1415,1,0,0,0.695,0.565,0.19,1.7635,0.7465,0.399,0.4975,12.5
3844,0,0,1,0.57,0.45,0.155,0.91,0.326,0.1895,0.355,15.5
1527,0,0,1,0.72,0.565,0.2,2.1055,1.017,0.363,0.494,13.5
815,0,1,0,0.325,0.25,0.08,0.1735,0.0765,0.0345,0.049,8.5
1300,0,1,0,0.53,0.425,0.13,0.7675,0.419,0.1205,0.21,10.5
4063,1,0,0,0.63,0.515,0.16,1.336,0.553,0.3205,0.35,12.5
2848,1,0,0,0.625,0.485,0.16,1.254,0.591,0.259,0.3485,10.5
1603,0,1,0,0.54,0.43,0.14,0.8195,0.3935,0.1725,0.2295,10.5
160,0,0,1,0.605,0.465,0.165,1.056,0.4215,0.2475,0.34,14.5
1704,0,0,1,0.64,0.515,0.18,1.247,0.5475,0.2925,0.3685,11.5
956,0,0,1,0.495,0.4,0.135,0.61,0.272,0.1435,0.144,8.5
3791,1,0,0,0.65,0.495,0.175,1.227,0.528,0.258,0.37,12.5
3234,1,0,0,0.59,0.485,0.205,1.2315,0.4525,0.238,0.42,14.5
2869,0,1,0,0.37,0.28,0.085,0.198,0.0805,0.0455,0.058,6.5
3777,0,0,1,0.585,0.47,0.145,0.9565,0.4025,0.2365,0.265,10.5
4111,0,1,0,0.515,0.4,0.14,0.7165,0.3495,0.1595,0.1785,9.5
877,1,0,0,0.635,0.5,0.15,1.376,0.6495,0.361,0.31,11.5
1919,0,1,0,0.605,0.49,0.165,1.071,0.482,0.1935,0.352,11.5
2961,1,0,0,0.665,0.51,0.175,1.3805,0.675,0.2985,0.325,11.5
1884,0,0,1,0.555,0.4,0.13,0.7075,0.332,0.1585,0.18,8.5
2200,1,0,0,0.65,0.515,0.195,1.4005,0.5195,0.36,0.44,14.5
98,0,0,1,0.47,0.37,0.13,0.5225,0.201,0.133,0.165,8.5
4009,0,0,1,0.61,0.49,0.16,1.146,0.597,0.246,0.265,9.5
2557,0,1,0,0.39,0.295,0.1,0.279,0.1155,0.059,0.08,8.5
3183,0,0,1,0.565,0.44,0.115,0.9185,0.404,0.1785,0.29,12.5
3298,1,0,0,0.62,0.5,0.175,1.146,0.477,0.23,0.39,14.5
253,1,0,0,0.575,0.46,0.185,1.094,0.4485,0.217,0.345,16.5
103,0,0,1,0.53,0.415,0.14,0.724,0.3105,0.1675,0.205,11.5
1445,0,1,0,0.43,0.34,0.105,0.4405,0.2385,0.0745,0.1075,7.5
1443,0,0,1,0.415,0.315,0.115,0.3895,0.2015,0.065,0.103,10.5
1648,0,0,1,0.59,0.49,0.165,1.207,0.559,0.235,0.309,11.5
586,0,1,0,0.52,0.425,0.17,0.6805,0.28,0.174,0.195,11.5
627,1,0,0,0.38,0.305,0.095,0.2815,0.1255,0.0525,0.09,9.5
1696,0,0,1,0.63,0.49,0.17,1.1745,0.5255,0.273,0.339,12.5
3191,0,0,1,0.65,0.515,0.18,1.3315,0.5665,0.347,0.405,14.5
2101,0,0,1,0.5,0.38,0.155,0.66,0.2655,0.1365,0.215,20.5
2199,1,0,0,0.68,0.55,0.2,1.596,0.525,0.4075,0.585,22.5
403,1,0,0,0.515,0.415,0.14,0.6935,0.3115,0.152,0.2,11.5
1154,0,0,1,0.6,0.455,0.17,1.1915,0.696,0.2395,0.24,9.5
2255,0,0,1,0.51,0.395,0.145,0.6185,0.216,0.1385,0.24,13.5
2863,0,0,1,0.74,0.595,0.19,2.3235,1.1495,0.5115,0.505,12.5
1682,0,1,0,0.62,0.49,0.16,1.066,0.446,0.246,0.305,12.5
3170,1,0,0,0.57,0.465,0.155,0.872,0.3245,0.239,0.285,15.5
3979,0,0,1,0.495,0.375,0.115,0.6245,0.282,0.143,0.155,7.5
2056,1,0,0,0.475,0.38,0.14,0.689,0.3165,0.1315,0.1955,8.5
3062,1,0,0,0.635,0.505,0.165,1.251,0.577,0.227,0.3825,12.5
4034,0,0,1,0.51,0.405,0.125,0.6925,0.327,0.155,0.1805,8.5
3108,0,1,0,0.375,0.285,0.08,0.226,0.0975,0.04,0.0725,8.5
452,1,0,0,0.665,0.555,0.195,1.4385,0.581,0.354,0.36,18.5
3723,0,1,0,0.47,0.355,0.12,0.4915,0.1765,0.1125,0.1325,10.5
2301,1,0,0,0.52,0.425,0.15,0.813,0.385,0.2015,0.23,11.5
1327,0,0,1,0.565,0.39,0.125,0.744,0.352,0.13,0.1685,12.5
2944,0,0,1,0.63,0.51,0.17,1.1885,0.4915,0.3065,0.348,8.5
